DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIR - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs 
20030705,12940,8870,1424,1320,-104,1680,1570,-110,,55,633
20030706,12700,8270,1170,1110,-60,1700,1430,-270,,76,677
20030707,12804,9650,1497,1190,-307,1770,1630,-140,,38,686
20030708,15557,9970,1235,1300,65,1560,1700,140,,41,687
20030709,13831,10200,1277,1290,13,1600,1800,200,,73,652
20030710,8470,10700,1164,1350,186,1600,1770,170,,31,670
20030711,15959,10500,1388,1390,2,1700,1840,140,,23,679
20030712,13086,9820,1340,1390,50,1750,1760,10,,47,643
20030713,13177,9140,1340,1260,-80,1740,1600,-140,,64,703
20030714,11749,10600,1220,1310,90,1800,1800,0,,63,673
20030715,11479,10400,1100,1410,310,1750,1860,110,,66,650
20030716,13791,10500,1180,1460,280,1910,1900,-10,,61,657
20030717,8950,9970,1180,1460,280,1840,1890,50,,45,654
20030718,12082,9830,1488,1300,-188,1680,1920,240,,58,771
20030719,12905,8800,1219,1170,-49,1570,1750,180,,75,772
20030720,12921,8180,1180,1100,-80,1550,1570,20,,95,766
20030721,12185,9570,1140,1160,20,1550,1780,230,,83,744
20030722,13620,10100,1020,1280,260,1600,1990,390,,82,725
20030723,15953,10600,1082,1470,388,1900,1880,-20,,66,739
20030724,7161,10400,1170,1620,450,1770,1910,140,,51,753
20030725,13184,10000,1190,1460,270,1670,1630,-40,,43,777
20030726,11969,8900,1200,1260,60,1650,1400,-250,,33,782
20030727,11300,8210,1210,988,-222,1580,1080,-500,,36,738
20030728,8809,9560,1131,971,-160,1560,1580,20,,35,702
20030729,10440,9450,945,989,44,1420,1700,280,,38,692
20030730,14851,9380,1071,1140,69,1720,1730,10,,18,708
20030731,6993,9230,8800,1280,-7520,1870,1710,-160,,16,743
20030801,10691,8890,1060,1200,140,1950,1690,-260,,49,785
20030802,10683,7810,1060,981,-79,1950,1560,-390,,80,778
20030803,9967,7240,1181,908,-273,1950,1300,-650,,67,727
20030804,6989,8580,1424,915,-509,1950,1570,-380,,60,729
20030805,14029,8620,1150,1240,90,1950,1650,-300,,74,718
20030806,13201,8660,1097,1250,153,1950,1710,-240,,45,705
20030807,6484,8840,1056,1200,144,1980,1870,-110,,41,679
20030808,11477,8920,1100,1280,180,2060,1870,-190,,49,696
20030809,12460,8070,920,1180,260,1870,1760,-110,,45,703
20030810,10932,7050,897,1200,303,1670,1510,-160,,51,745
20030811,11301,8700,919,1160,241,1400,1780,380,,44,706
20030812,9787,8820,829,1230,401,1270,1760,490,,66,723
20030813,13202,8960,1000,1280,280,1400,1880,480,,80,698
20030814,6492,9160,1150,1450,300,1620,1870,250,,51,712
20030815,10178,8580,1177,1450,273,1700,1860,160,,17,741
20030816,13512,7270,1170,1260,90,1700,1840,140,,38,702
20030817,9741,6550,1154,1030,-124,1590,1560,-30,,54,727
20030818,8820,7760,1074,1080,6,1520,1710,190,,79,789
20030819,8745,8960,960,1090,130,1420,1700,280,,69,783
20030820,9780,8290,1220,1170,-50,1620,1860,240,,47,714
20030821,7177,7820,1288,1250,-38,1570,1840,270,,61,707
20030822,9393,7460,1452,1190,-262,1600,1880,280,,85,686
20030823,11464,6780,1490,1090,-400,1680,1660,-20,,117,693
20030824,9537,6300,1151,1070,-81,1830,1400,-430,,68,761
20030825,7597,7260,1090,1090,0,1550,1690,140,,37,695
20030826,8311,8120,1180,1230,50,1170,1660,490,,36,707
20030827,8804,7720,1150,1010,-140,1280,1660,380,,49,681
20030828,6472,7540,1220,958,-262,1360,1640,280,,44,692
20030829,8948,7460,1060,802,-258,1420,1580,160,,73,730
20030830,10008,6510,990,717,-273,1553,1540,-13,,89,689
20030831,10001,6140,1130,613,-517,1550,1430,-120,,49,718
20030901,9481,7080,1222,699,-523,1450,1590,140,,53,741
20030902,9989,7620,1000,824,-176,1400,1720,320,,57,724
20030903,10492,7680,820,1050,230,1350,1650,300,,48,754
20030904,6007,7720,920,1130,210,1360,1570,210,,52,762
20030905,8888,7900,1024,1060,36,1350,1630,280,,87,775
20030906,9024,7160,900,961,61,1250,1460,210,,44,755
20030907,8477,6160,965,833,-132,1080,1190,110,,60,780
20030908,9654,7400,727,917,190,1000,1600,600,,41,764
20030909,10169,7800,618,925,307,970,1710,740,,48,704
20030910,11796,7860,550,915,365,1100,1770,670,,69,728
20030911,6459,7520,656,923,267,1130,1670,540,,46,673
20030912,11504,7720,880,1060,180,1120,1530,410,,61,645
20030913,11218,7620,810,959,149,1100,1290,190,,45,713
20030914,10379,7090,899,810,-89,1300,1240,-60,,53,717
20030915,11172,8510,750,858,108,1550,1560,10,,63,692
20030916,9822,8260,670,906,236,1330,1430,100,,75,659
20030917,9384,8520,670,960,290,1440,1530,90,,50,649
20030918,6013,8560,820,1080,260,1400,1610,210,,76,637
20030919,9195,8100,1000,1130,130,1600,1520,-80,,45,644
20030920,9500,7250,1000,1160,160,1560,1300,-260,,63,758
20030921,9788,6880,853,1110,257,1590,1060,-530,,56,747
20030922,10788,8020,853,1100,247,1400,1540,140,,34,737
20030923,11354,8240,700,937,237,1160,1460,300,,52,736
20030924,10328,8320,680,902,222,1230,1470,240,,30,770
20030925,6575,8280,780,875,95,1350,1500,150,,39,743
20030926,8794,8480,670,898,228,1400,1630,230,,58,697
20030927,11583,7350,700,846,146,1620,1280,-340,,38,731
20030928,10566,7180,698,759,61,1700,1140,-560,,25,803
20030929,9993,8040,695,714,19,1600,1450,-150,,53,717
20030930,10180,8540,614,816,202,1500,1390,-110,,75,700
20031001,9171,8530,550,842,292,1580,1260,-320,,57,705
20031002,5781,8500,770,829,59,1360,1330,-30,,53,700
20031003,9510,8050,770,836,66,1340,1210,-130,,80,750
20031004,9481,7380,830,748,-82,1370,1120,-250,,103,724
20031005,9966,7100,873,613,-260,1250,1010,-240,,97,813
20031006,9961,8050,957,750,-207,1050,1200,150,,58,808
20031007,10270,8290,837,632,-205,980,1280,300,,78,765
20031008,8998,8310,736,673,-63,1230,1280,50,,72,738
20031009,5310,8370,670,743,73,1120,1130,10,,80,758
20031010,7489,7950,660,772,112,1130,1120,-10,,46,809
20031011,9445,7100,730,667,-63,1240,1100,-140,,36,765
20031012,8412,6390,650,552,-98,1060,983,-77,,94,80
20031013,8327,7430,509,565,56,1170,1040,-130,,89,771
20031014,8599,7570,500,506,6,1000,813,-187,,61,713
20031015,8480,7770,380,502,122,1130,991,-139,,55,712
20031016,5324,7640,450,509,59,950,920,-30,,64,732
20031017,8274,7300,450,645,195,1100,930,-170,,54,691
20031018,9226,6930,350,571,221,1100,975,-125,,63,672
20031019,8983,6310,405,534,129,1150,759,-391,,63,713
20031020,8977,7590,547,554,7,1000,916,-84,,42,681
20031021,9463,7650,420,712,292,740,867,127,,65,670
20031022,8890,7620,423,750,327,880,1010,130,,76,691
20031023,5464,7840,480,768,288,600,1080,480,,72,671
20031024,8267,7620,430,703,273,420,911,491,,83,716
20031025,8319,7020,360,651,291,400,958,558,,80,678
20031026,8279,6400,356,632,276,600,909,309,,84,691
20031027,8209,6930,558,596,38,730,1100,370,,61,660
20031028,7778,7340,425,640,215,770,1150,380,,84,677
20031029,8867,7500,480,553,73,800,1080,280,,22,723
20031030,5619,7200,460,534,74,780,1090,310,,37,677
20031031,7613,6950,440,670,230,750,1120,370,,56,662
20031101,7483,6420,550,573,23,820,883,63,,65,669
20031102,7173,6110,590,505,-85,760,778,18,,56,685
20031103,6768,6860,547,552,5,880,942,62,,78,654
20031104,6775,6810,440,528,88,740,998,258,,59,658
20031105,6189,6640,600,548,-52,820,1030,210,,70,676
20031106,5474,6510,600,544,-56,920,981,61,,83,692
20031107,6963,6030,400,446,46,820,945,125,,65,673
20031108,6978,5940,680,327,-353,810,731,-79,,68,649
20031109,6998,5810,550,362,-188,750,643,-107,,73,698
20031110,5824,5980,547,467,-80,810,727,-83,,68,619
20031111,6073,6140,460,508,48,700,846,146,,62,600
20031112,4518,6370,635,441,-194,790,698,-92,,68,678
20031113,3720,6120,637,344,-293,840,474,-366,,70,720
20031114,3988,5880,600,336,-264,850,494,-356,,61,644
20031115,5003,5350,583,197,-386,830,447,-383,,39,629
20031116,4961,4490,500,177,-323,900,422,-478,,61,627
20031117,4639,5010,400,175,-225,810,466,-344,,47,568
20031118,4176,5140,400,175,-225,780,510,-270,,50,565
20031119,3764,5260,386,227,-159,920,609,-311,,40,528
20031120,4962,5350,398,322,-76,800,585,-215,,34,573
20031121,5850,5350,250,303,53,700,610,-90,,60,605
20031122,6265,5190,250,383,133,480,629,149,,55,589
20031123,6314,5030,290,379,89,640,535,-105,,50,605
20031124,5602,5920,340,374,34,700,655,-45,,73,560
20031125,5714,6280,225,413,188,580,752,172,,111,539
20031126,7438,6000,275,367,92,740,879,139,,69,584
20031127,4483,5120,275,213,-62,740,566,-174,,72,629
20031128,5460,5620,285,194,-91,680,606,-74,,53,590
20031129,4994,5690,296,230,-66,800,700,-100,,51,566
20031130,4986,5050,335,269,-66,1010,674,-336,,68,609
20031201,4759,4810,380,314,-66,900,744,-156,,33,581
20031202,7444,4760,700,401,-299,880,900,20,,38,552
20031203,6425,4850,1000,500,-500,910,919,9,,59,548
20031204,5565,5070,1000,555,-445,690,821,131,,58,579
20031205,7482,5460,1000,508,-492,800,809,9,,46,588
20031206,6975,5660,1000,490,-510,800,710,-90,,49,614
20031207,6304,5390,1000,391,-609,790,549,-241,,50,636
20031208,6523,6040,1000,363,-637,700,706,6,,36,610
20031209,5676,6260,400,543,143,720,763,43,,29,605
20031210,5418,6300,350,654,304,850,897,47,,62,597
20031211,3994,6110,350,596,246,900,827,-73,,81,591
20031212,5400,5800,460,498,38,880,721,-159,,76,599
20031213,6463,5660,460,340,-120,840,616,-224,,84,572
20031214,6777,5300,560,174,-386,800,468,-332,,90,562
20031215,6684,5960,460,111,-349,640,670,30,,81,522
20031216,6234,5930,250,201,-49,620,712,92,,95,511
20031217,6209,6080,361,248,-113,900,639,-261,,50,521
20031218,4785,6280,330,299,-31,1050,691,-359,,43,509
20031219,5955,5720,433,324,-109,920,707,-213,,50,542
20031220,5339,5480,300,450,150,920,720,-200,,49,488
20031221,4659,5040,221,513,292,940,1440,500,,22,546
20031222,2565,5470,300,546,246,940,1780,840,,25,526
20031223,6380,5440,300,604,304,420,1580,1160,,62,555
20031224,6577,4050,300,484,184,400,1230,830,,59,554
20031225,2760,3230,475,373,-102,950,835,-115,,91,571
20031226,7157,4480,600,486,-114,1100,1160,60,,75,502
20031227,3960,4390,700,496,-204,1050,1420,370,,52,493
20031228,7228,4250,450,466,16,780,1400,620,,34,540
20031229,4505,4940,350,476,126,0,1370,1370,,45,550
20031230,3503,4700,0,588,588,0,1340,1340,,45,563
20031231,5303,4100,0,523,523,0,1030,1030,,101,646
20040101,3092,3460,0,411,411,0,401,401,,168,633
20040102,4495,4500,0,385,385,0,4,4,,147,749
20040103,4956,4450,0,357,357,0,0,0,,12,629
20040104,4510,4540,0,20,20,0,0,0,,2,513
20040105,3988,5260,0,19,19,0,0,0,,1,534
20040106,3389,5700,0,10,10,0,0,0,,1,358
20040107,3180,5000,0,0,0,150,0,-150,,0.68,360
20040108,3002,4880,0,0,0,400,0,-400,,0,7
20040109,3004,4640,0,0,0,450,0,-450,,0,391
20040110,6782,4620,0,0,0,480,0,-480,,0,373
20040111,5474,4300,0,0,0,800,170,-630,,0,371
20040112,6512,5460,98,0,-98,730,364,-366,,0,452
20040113,6766,5360,99,0,-99,720,469,-251,,0,350
20040114,5481,5310,700,0,-700,940,722,-218,,0,343
20040115,4980,5640,790,0,-790,1160,980,-180,,3,369
20040116,6379,5580,1000,0,-1000,1160,1220,60,,30,449
20040117,6469,5230,1000,0,-1000,1200,1260,60,,26,474
20040118,7184,4820,1044,423,-621,1390,1140,-250,,63,540
20040119,7177,5300,1073,632,-441,1020,1190,170,,49,497
20040120,5877,5750,850,692,-158,820,1190,370,,75,516
20040121,5185,5780,860,803,-57,740,1280,540,,74,474
20040122,3977,5180,830,931,101,690,1110,420,,56,531
20040123,6503,5030,840,929,89,840,1080,240,,49,573
20040124,6496,4580,700,855,155,780,901,121,,46,570
20040125,6450,4180,657,741,84,730,806,76,,64,594
20040126,5335,4970,762,636,-126,600,1020,420,,77,560
20040127,5989,5140,520,855,335,550,957,407,,79,586
20040128,5687,5570,520,928,408,760,1090,330,,47,582
20040129,5982,5670,700,905,205,670,985,315,,76,612
20040130,6841,5720,600,903,303,660,861,201,,69,559
20040131,6900,5530,480,753,273,610,745,135,,55,528
20040201,7173,5060,445,685,240,560,628,68,,34,522
20040202,7218,6100,445,711,266,540,771,231,,31,544
20040203,7708,6130,350,614,264,560,800,240,,69,472
20040204,6869,6430,350,632,282,650,840,190,,54,449
20040205,6665,6640,470,584,114,880,990,110,,45,447
20040206,8547,6380,440,649,209,800,1060,260,,49,477
20040207,8329,6220,440,592,152,850,967,117,,47,503
20040208,7955,5810,350,467,117,900,836,-64,,70,481
20040209,7985,6520,350,511,161,920,1120,200,,91,458
20040210,7485,6730,350,462,112,850,1350,500,,74,464
20040211,7174,6740,350,555,205,1000,1420,420,,94,491
20040212,6455,6990,500,604,104,970,1410,440,,99,551
20040213,9757,6710,600,715,115,1200,1470,270,,84,568
20040214,9309,6040,0,572,572,1000,1260,260,,99,532
20040215,8491,5540,800,597,-203,1130,1080,-50,,108,471
20040216,8627,7110,840,647,-193,1050,1160,110,,125,480
20040217,7159,7290,800,761,-39,870,1260,390,,68,482
20040218,7503,7350,700,833,133,920,1380,460,,77,509
20040219,7028,7170,700,859,159,960,1350,390,,73,558
20040220,9309,7300,890,766,-124,1240,1230,-10,,40,542
20040221,9544,6530,960,625,-335,1140,1200,60,,37,527
20040222,8498,6360,870,437,-433,980,930,-50,,77,608
20040223,5893,6510,855,326,-529,1000,634,-366,,78,573
20040224,3987,7610,835,269,-566,980,682,-298,,77,536
20040225,3691,7960,880,270,-610,1000,640,-360,,60,530
20040226,4215,6180,950,274,-676,1100,685,-415,,63,505
20040227,3455,4980,860,237,-623,1000,787,-213,,69,549
20040228,7004,4900,730,214,-516,1080,926,-154,,44,521
20040229,7690,4810,690,290,-400,1020,735,-285,,63,550
20040301,6680,5460,640,579,-61,940,906,-34,,61,563
20040302,4971,6100,550,563,13,780,858,78,,94,565
20040303,3999,5840,660,457,-203,1140,606,-534,,65,559
20040304,7017,5850,800,427,-373,1380,608,-772,,58,499
20040305,8501,5810,840,394,-446,1280,638,-642,,61,535
20040306,10188,5780,760,374,-386,1120,662,-458,,52,471
20040307,9525,5830,680,407,-273,1140,607,-533,,56,489
20040308,10691,7940,775,717,-58,1160,842,-318,,39,463
20040309,12481,8910,550,878,328,980,1200,220,,65,461
20040310,13796,9330,650,909,259,1100,1580,480,,77,478
20040311,11460,9850,520,936,416,1230,1600,370,,52,498
20040312,14973,10200,925,974,49,1220,1580,360,,52,498
20040313,15961,9820,840,909,69,1220,1440,220,,68,534
20040314,14013,9170,920,858,-62,1180,1320,140,,107,575
20040315,13932,10800,990,825,-165,1180,1420,240,,79,590
20040316,11991,11500,790,730,-60,1140,1310,170,,81,613
20040317,9374,11200,810,688,-122,1300,1380,80,,97,607
20040318,9257,11700,850,653,-197,1300,1370,70,,70,569
20040319,11374,10400,1050,870,-180,1530,1470,-60,,82,585
20040320,12485,9540,1040,756,-284,1420,1540,120,,68,576
20040321,13495,9220,900,740,-160,920,1440,520,,93,613
20040322,14032,10200,450,954,504,720,1740,1020,,80,806
20040323,14479,11000,400,1040,640,470,1770,1300,,95,584
20040324,14080,11300,500,1050,550,710,1740,1030,,70,609
20040325,10879,11800,500,1030,530,950,1710,760,,74,620
20040326,12681,11300,650,1080,430,1110,1780,670,,68,578
20040327,14671,10300,780,1010,230,1230,1590,360,,63,571
20040328,13350,10200,800,999,199,1290,1380,90,,69,608
20040329,13106,11800,948,959,11,1240,1370,130,,81,603
20040330,15824,12200,840,1150,310,1140,1510,370,,82,578
20040331,15773,12200,1170,1120,-50,1300,1720,420,,49,614
20040401,12626,11800,1260,1140,-120,1210,1750,540,,76,605
20040402,11099,11700,1400,951,-449,1250,1610,360,,92,607
20040403,10479,11000,1360,683,-677,1410,1310,-100,,69,642
20040404,9976,10500,1360,560,-800,1310,1160,-150,,84,705
20040405,9522,10300,1050,619,-431,1030,1270,240,,60,621
20040406,12491,9290,950,832,-118,940,1380,440,,60,581
20040407,10694,9230,950,895,-55,1300,1560,260,,56,601
20040408,9700,9120,950,903,-47,1540,1470,-70,,58,606
20040409,9795,9790,1150,932,-218,1600,1430,-170,,107,568
20040410,13958,9040,1170,1040,-130,1330,1520,190,,78,537
20040411,13291,8480,1180,979,-201,1290,1330,40,,84,593
20040412,13775,10500,1190,987,-203,1080,1490,410,,109,549
20040413,14432,11700,1090,939,-151,1240,1670,430,,72,572
20040414,16984,11700,1100,980,-120,1220,1740,520,,59,615
20040415,12189,11700,1060,1050,-10,1200,1770,570,,65,640
20040416,14229,11900,1000,975,-25,1342,1650,308,,56,718
20040417,14966,11100,1340,828,-512,1210,1470,260,,112,715
20040418,13002,10800,1260,859,-401,1330,1260,-70,,115,678
20040419,14475,11700,1260,896,-364,1330,1410,80,,88,614
20040420,12502,11700,840,1020,180,1000,1640,640,,74,569
20040421,11990,11500,890,1070,180,1130,1860,730,,63,600
20040422,9774,11900,948,1060,112,1380,1800,420,,93,617
20040423,12985,10900,1090,1110,20,1400,1970,570,,93,584
20040424,13454,9660,1280,1040,-240,1480,1840,360,,88,636
20040425,13461,9480,1290,991,-299,1520,1460,-60,,113,637
20040426,13195,11100,1220,1050,-170,1390,1740,350,,64,587
20040427,14117,11600,1240,1130,-110,1380,1750,370,,82,585
20040428,14915,11900,1220,1210,-10,1290,1730,440,,69,664
20040429,9983,11600,1100,1330,230,1350,1860,510,,69,625
20040430,14657,11200,1200,1280,80,1200,1790,590,,70,574
20040501,13972,10600,1340,1180,-160,1390,1820,430,,85,602
20040502,13971,9800,1328,1120,-208,1380,1650,270,,59,638
20040503,14445,10900,1320,1130,-190,1300,1890,590,,92,680
20040504,13985,10900,1200,1160,-40,1150,1850,700,,88,620
20040505,11507,11200,1200,1200,0,1350,1920,570,,74,623
20040506,10802,11600,1200,1330,130,1500,1900,400,,57,632
20040507,14032,11100,1140,1260,120,1580,1900,320,,76,615
20040508,11961,9700,1220,1120,-100,1630,1880,250,,138,606
20040509,12171,9520,1200,992,-208,1500,1640,140,,94,661
20040510,12787,10000,1040,1080,40,1530,1770,240,,100,572
20040511,12729,10400,1020,1140,120,1580,1970,390,,35,530
20040512,12990,10400,1200,1290,90,1680,2190,510,,92,551
20040513,9178,10200,1160,1190,30,1720,1900,180,,65,621
20040514,12656,9810,1120,1100,-20,1740,1950,210,,77,617
20040515,12482,8470,1280,1100,-180,1800,1800,0,,92,568
20040516,11627,8660,1150,1020,-130,1630,1750,120,,112,575
20040517,11275,9750,1258,1140,-118,1680,1890,210,,85,650
20040518,11313,9950,1050,1140,90,1370,2000,630,,93,625
20040519,10429,9500,1220,1140,-80,1520,2010,490,,85,708
20040520,7865,9070,1200,1050,-150,1700,1960,260,,71,661
20040521,9567,8700,1220,972,-248,1760,2050,290,,77,665
20040522,11521,7960,1260,1030,-230,1740,1910,170,,97,646
20040523,11727,7080,1300,1060,-240,1820,1700,-120,,112,670
20040524,12018,8430,1280,1020,-260,1680,1680,0,,106,666
20040525,14327,9200,1025,1030,5,1600,1870,270,,83,669
20040526,11492,9200,400,1140,740,1580,2030,450,,109,718
20040527,8510,9500,300,1120,820,1450,2040,590,,83,735
20040528,8062,9300,750,1250,500,1780,2130,350,,86,705
20040529,11041,8680,900,1240,340,1850,2000,150,,66,658
20040530,14227,7550,1100,1320,220,1890,1730,-160,,71,675
20040531,15522,8190,1210,1300,90,1840,1810,-30,,54,678
20040601,15034,9340,1240,1230,-10,1800,1890,90,,81,711
20040602,13910,10500,1250,1130,-120,1720,1970,250,,65,673
20040603,9554,10900,1070,1290,220,1800,2010,210,,41,670
20040604,12030,10100,1160,1420,260,1800,2040,240,,61,628
20040605,13027,9530,1130,1410,280,1780,2020,240,,89,635
20040606,13756,8730,1144,1360,216,1770,1880,110,,99,670
20040607,14059,9740,1330,1290,-40,1590,1960,370,,88,692
20040608,14004,9900,1280,1330,50,1520,1970,450,,96,689
20040609,12226,9960,1260,1390,130,1820,2080,260,,85,677
20040610,7975,9960,1280,1380,100,1860,2000,140,,92,705
20040611,10819,10300,1200,1300,100,1860,2040,180,,89,702
20040612,13990,8840,1350,1160,-190,1650,1980,330,,64,679
20040613,12843,7610,1439,1110,-329,1780,1800,20,,94,694
20040614,12242,9180,1350,1220,-130,1840,1940,100,,64,709
20040615,11418,9770,1200,1300,100,1740,2000,260,,64,669
20040616,10640,9890,1400,1350,-50,1830,2080,250,,77,630
20040617,8603,9310,1270,1340,70,1560,2170,610,,57,638
20040618,13456,9230,1360,1350,-10,1660,2190,530,,56,656
20040619,13431,8340,1420,1300,-120,1750,2100,350,,80,680
20040620,12571,7600,1244,1210,-34,1760,1990,230,,95,741
20040621,12579,9000,1150,1170,20,1750,2190,440,,81,720
20040622,12215,9330,1230,1190,-40,1720,2120,400,,93,746
20040623,12332,9390,1190,1180,-10,1840,2060,220,,74,771
20040624,8598,9990,1294,1180,-114,1840,2140,300,,85,818
20040625,12280,9630,1202,1250,48,1830,2000,170,,103,720
20040626,13492,8750,1270,1350,80,1920,1940,20,,96,707
20040627,13306,8010,1060,1340,280,1920,1600,-320,,114,703
20040628,12706,9450,1100,1320,220,1880,1990,110,,67,741
20040629,14273,9750,1100,1320,220,1630,2060,430,,71,741
20040630,14989,10100,1340,1280,-60,1790,2080,290,,70,706
20040701,9388,10000,1339,1210,-129,1800,2050,250,,70,706
20040702,10598,10200,1190,1250,60,1830,2050,220,,67,714
20040703,12029,9120,1240,1240,0,1880,2000,120,,54,694
20040704,12472,8500,1400,1140,-260,1880,1890,10,,48,735
20040705,13462,9320,1300,1040,-260,1820,2040,220,,62,773
20040706,13493,9750,1190,1180,-10,1780,2060,280,,83,794
20040707,11738,9930,1290,1160,-130,2090,2100,10,,69,718
20040708,9282,10000,1180,1200,20,1950,2050,100,,44,686
20040709,12442,9750,1130,1190,60,1960,2070,110,,49,651
20040710,13323,8630,1375,1200,-175,1960,2000,40,,65,644
20040711,13199,8390,1387,1160,-227,1940,1960,20,,100,722
20040712,12497,9460,1250,1220,-30,1780,2020,240,,71,706
20040713,11044,9620,1090,1240,150,1840,2010,170,,66,728
