DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIT - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs ,Colorado River below Palo Verde Dam
2003-03-22,12429,9420,900,880,-20,1160,1230,70,250,50,530,9640
2003-03-23,12339,8850,900,957,57,1230,1040,-190,247,20,540,9750
2003-03-24,14485,10900,986,1130,144,1160,1290,130,260,45,545,9870
2003-03-25,13194,11300,800,1210,410,1040,1540,500,270,50,530,9800
2003-03-26,12817,11300,875,1130,255,1030,1530,500,293,70,540,9640
2003-03-27,15502,11200,845,1180,335,950,1620,670,297,30,580,11500
2003-03-28,15145,10700,740,1160,420,1100,1750,650,273,20,540,12100
2003-03-29,16339,10800,900,1110,210,1200,1640,440,274,20,570,12000
2003-03-30,14982,11100,820,993,173,1200,1390,190,325,20,550,13000
2003-03-31,15594,12400,680,939,259,1140,1570,430,342,,,11500
2003-04-01,16045,12800,638,1110,472,900,1650,750,382,40,560,12800
2003-04-02,13912,12300,740,1010,270,1020,1770,750,405,40,600,13100
2003-04-03,12999,12400,743,1230,487,1100,1780,680,411,60,570,9700
2003-04-04,15165,11900,850,1350,500,1000,1880,880,378,50,580,10900
2003-04-05,15215,10700,950,1420,470,1000,1640,640,381,60,600,11900
2003-04-06,15143,11300,950,1380,430,970,1320,350,523,60,600,11600
2003-04-07,13951,12200,908,1190,282,960,1700,740,456,60,590,12200
2003-04-08,13928,12300,745,1130,385,1000,1480,480,333,50,600,10400
2003-04-09,12739,12400,765,1230,465,1100,1620,520,349,50,590,10900
2003-04-10,11433,12000,860,1270,410,1250,1750,500,331,60,530,9270
2003-04-11,16083,11700,925,1160,235,1280,1620,340,405,30,550,9590
2003-04-12,14519,10500,750,1190,440,1300,1690,390,374,50,530,12500
2003-04-13,14981,10100,830,1210,380,1320,1460,140,442,50,590,11700
2003-04-14,14554,11600,900,1040,140,1100,1380,280,345,50,570,12000
2003-04-15,12798,11900,903,1060,157,980,1400,420,389,60,550,11900
2003-04-16,12774,12300,900,1080,180,1250,1420,170,343,50,560,10100
2003-04-17,10687,12300,900,1170,270,1400,1580,180,301,65,590,9920
2003-04-18,11986,11100,1060,1180,120,1480,1620,140,308,60,610,9380
2003-04-19,14496,10400,1100,1040,-60,1420,1300,-120,402,70,610,9740
2003-04-20,13908,10200,980,772,-208,1230,931,-299,466,80,630,12200
2003-04-21,11448,10800,972,763,-209,1200,1410,210,345,60,590,11300
2003-04-22,11951,11700,780,771,-9,1100,1550,450,404,30,600,9240
2003-04-23,11427,11400,840,760,-80,1060,1520,460,361,60,600,9300
2003-04-24,10642,11100,986,850,-136,1100,1590,490,330,70,590,9170
2003-04-25,11951,10500,1060,995,-65,1250,1700,450,370,60,640,8190
2003-04-26,13514,10000,1104,1050,-54,1300,1520,220,333,40,680,9640
2003-04-27,13471,9780,1130,1020,-110,1420,1330,-90,353,30,660,10600
2003-04-28,14974,10900,1100,1030,-70,1270,1630,360,354,55,645,10700
2003-04-29,14448,11100,1033,1290,257,1000,1640,640,324,100,610,12400
2003-04-30,12259,11100,1033,1360,327,1140,1540,400,341,70,630,10700
2003-05-01,10392,11000,1035,1420,385,1200,1730,530,447,60,620,8270
2003-05-02,11503,10600,1127,1190,63,1200,1750,550,446,70,640,9410
2003-05-03,14764,8920,1160,1010,-150,1450,1720,270,362,70,640,9660
2003-05-04,12401,9700,1050,969,-81,1480,1400,-80,404,50,650,10500
2003-05-05,12206,10100,1186,1110,-76,1420,1620,200,377,40,650,10200
2003-05-06,11475,10700,940,1200,260,1200,1620,420,320,70,640,9210
2003-05-07,9947,10300,1000,1290,290,1380,1810,430,328,80,620,7890
2003-05-08,8121,10200,1100,1300,200,1400,1920,520,293,80,610,7220
2003-05-09,11982,9310,1020,1360,340,1580,1840,260,401,80,670,5790
2003-05-10,13480,7590,1179,1310,131,1480,1690,210,374,140,690,9380
2003-05-11,11969,7310,1028,1230,202,1480,1380,-100,434,80,710,10200
2003-05-12,12271,9050,1010,1170,160,1500,1700,200,405,100,660,9220
2003-05-13,11840,9610,900,1170,270,1600,1670,70,413,90,600,9780
2003-05-14,9882,9750,1190,1230,40,1500,1770,270,357,120,560,8490
2003-05-15,7985,9740,1130,1240,110,1500,1840,340,343,160,590,6960
2003-05-16,10671,9150,1080,1240,160,1740,1760,20,345,60,660,6580
2003-05-17,13826,7890,1114,1160,46,1660,1590,-70,387,70,710,8230
2003-05-18,12533,7480,1080,1040,-40,1460,1430,-30,328,50,595,9870
2003-05-19,12494,9460,1190,1160,-30,1710,1760,50,342,90,700,9700
2003-05-20,12119,9800,1225,1280,55,1670,1830,160,362,50,600,10100
2003-05-21,12044,9920,1137,1310,173,1780,1930,150,343,70,630,8500
2003-05-22,7958,10000,1140,1310,170,1640,1870,230,369,40,680,8280
2003-05-23,10820,9800,1160,1210,50,1590,1820,230,329,40,660,6480
2003-05-24,14669,8730,1164,1250,86,1630,1790,160,334,50,660,9110
2003-05-25,13462,7880,1073,1110,37,1630,1540,-90,392,90,630,11100
2003-05-26,12027,9360,1184,1110,-74,1500,1580,80,361,70,640,10500
2003-05-27,11965,10100,1020,1120,100,1360,1600,240,465,70,610,9500
2003-05-28,10958,10300,1160,1160,0,1180,1660,480,341,80,630,9040
2003-05-29,8494,10100,1160,1230,70,1500,1850,350,323,40,680,7550
2003-05-30,8976,9560,1200,1300,100,1420,1850,430,382,80,670,6490
2003-05-31,14466,8430,1160,1280,120,1640,1840,200,402,90,690,7360
2003-06-01,12962,7630,1551,1230,-321,1650,1540,-110,334,100,680,11200
2003-06-02,7949,9190,1500,1240,-260,1500,1790,290,332,90,660,8500
2003-06-03,13828,9610,1240,1330,90,1570,1900,330,334,60,685,6310
2003-06-04,11998,9670,1240,1280,40,1590,2140,550,447,70,660,9640
2003-06-05,10479,9300,1200,1180,-20,1880,2120,240,342,50,650,8690
2003-06-06,10795,9840,1215,1180,-35,1810,2210,400,284,30,650,7700
2003-06-07,15323,9070,1207,1190,-17,1600,2000,400,315,60,720,8610
2003-06-08,12609,8050,1195,1120,-75,1570,1870,300,389,60,720,11700
2003-06-09,13986,9710,1435,1100,-335,1630,1970,340,340,70,750,10400
2003-06-10,12513,10000,1220,1230,10,1550,1980,430,281,70,700,9790
2003-06-11,10476,10200,1155,1260,105,1600,1950,350,314,70,720,9530
2003-06-12,9479,10300,1220,1310,90,1500,1940,440,318,40,750,7180
2003-06-13,10014,9990,1130,1390,260,1400,1830,430,305,90,730,6820
2003-06-14,12006,8750,1130,1380,250,1450,1730,280,340,60,730,7610
2003-06-15,12060,7840,1244,1210,-34,1640,1500,-140,351,80,740,9300
2003-06-16,13016,9150,1230,1320,90,1400,1760,360,352,80,740,9150
2003-06-17,13517,9640,1230,1380,150,1430,1790,360,328,87,723,9860
2003-06-18,12404,9900,1023,1450,427,1600,1890,290,369,95,729,10400
2003-06-19,11016,10000,1070,1510,440,1790,1920,130,357,103,739,9300
2003-06-20,10981,10100,1280,1390,110,1740,2040,300,334,90,740,7920
2003-06-21,12514,9190,1170,1260,90,1750,1830,80,358,63,734,8580
2003-06-22,12002,8460,1170,1080,-90,1780,1530,-250,301,91,801,9460
2003-06-23,12004,9600,1249,1130,-119,0,1550,1550,295,93,804,9630
2003-06-24,15383,9760,1100,1140,40,0,1510,1510,292,81,790,10700
2003-06-25,10300,9690,1150,1200,50,1760,1600,-160,338,53,747,11400
2003-06-26,8605,10100,1300,1310,10,1650,1770,120,361,53,760,7800
2003-06-27,11228,10200,1250,887,-363,1630,1660,30,361,39,775,6670
2003-06-28,12960,9130,1190,552,-638,1500,1660,160,301,27,775,9410
2003-06-29,13009,8560,1000,1200,200,1500,1580,80,329,64,792,10400
2003-06-30,15145,10500,1060,1530,470,1500,1630,130,336,67,812,10000
2003-07-01,12937,10200,975,1610,635,1400,1770,370,342,46,815,11800
2003-07-02,12479,10400,1100,1540,440,1570,1790,220,348,46,782,9680
2003-07-03,8458,10100,1132,1480,348,1600,1880,280,326,85,673,8850
2003-07-04,10771,9440,1120,1460,340,1780,1670,-110,337,78,619,6470
2003-07-05,12940,8870,1424,1320,-104,1680,1570,-110,387,55,633,8640
2003-07-06,12700,8270,1170,1110,-60,1700,1430,-270,417,76,677,10200
2003-07-07,12804,9650,1497,1190,-307,1770,1630,-140,356,38,686,9690
2003-07-08,15557,9970,1235,1300,65,1560,1700,140,330,41,687,11500
2003-07-09,13831,10200,1277,1290,13,1600,1800,200,302,73,652,11400
2003-07-10,8470,10700,1164,1350,186,1600,1770,170,281,31,670,9680
2003-07-11,15959,10500,1388,1390,2,1700,1840,140,300,23,679,8780
2003-07-12,13086,9820,1340,1390,50,1750,1760,10,316,47,643,11000
2003-07-13,13177,9140,1340,1260,-80,1740,1600,-140,341,64,703,10100
2003-07-14,11749,10600,1220,1310,90,1800,1800,0,351,63,673,10800
2003-07-15,11479,10400,1100,1410,310,1750,1860,110,346,66,650,8270
2003-07-16,13791,10500,1180,1460,280,1910,1900,-10,422,61,657,8860
2003-07-17,8950,9970,1180,1460,280,1840,1890,50,409,45,654,9870
2003-07-18,12082,9830,1488,1300,-188,1680,1920,240,354,58,771,7400
2003-07-19,12905,8800,1219,1170,-49,1570,1750,180,324,75,772,9240
2003-07-20,12921,8180,1180,1100,-80,1550,1570,20,424,95,766,10300
2003-07-21,12185,9570,1140,1160,20,1550,1780,230,300,83,744,10300
2003-07-22,13620,10100,1020,1280,260,1600,1990,390,321,82,725,9880
2003-07-23,15953,10600,1082,1470,388,1900,1880,-20,300,66,739,11700
2003-07-24,7161,10400,1170,1620,450,1770,1910,140,375,51,753,10200
2003-07-25,13184,10000,1190,1460,270,1670,1630,-40,334,43,777,7030
2003-07-26,11969,8900,1200,1260,60,1650,1400,-250,438,33,782,9980
2003-07-27,11300,8210,1210,988,-222,1580,1080,-500,463,36,738,9660
2003-07-28,8809,9560,1131,971,-160,1560,1580,20,420,35,702,9450
2003-07-29,10440,9450,945,989,44,1420,1700,280,371,38,692,6960
2003-07-30,14851,9380,1071,1140,69,1720,1730,10,361,18,708,9800
2003-07-31,6993,9230,8800,1280,-7520,1870,1710,-160,305,16,743,9720
2003-08-01,10691,8890,1060,1200,140,1950,1690,-260,387,49,785,6050
2003-08-02,10683,7810,1060,981,-79,1950,1560,-390,357,80,778,8370
2003-08-03,9967,7240,1181,908,-273,1950,1300,-650,369,67,727,8600
2003-08-04,6989,8580,1424,915,-509,1950,1570,-380,289,60,729,7790
2003-08-05,14029,8620,1150,1240,90,1950,1650,-300,334,74,718,7320
2003-08-06,13201,8660,1097,1250,153,1950,1710,-240,398,45,705,9860
2003-08-07,6484,8840,1056,1200,144,1980,1870,-110,303,41,679,9200
2003-08-08,11477,8920,1100,1280,180,2060,1870,-190,286,49,696,5010
2003-08-09,12460,8070,920,1180,260,1870,1760,-110,345,45,703,8620
2003-08-10,10932,7050,897,1200,303,1670,1510,-160,292,51,745,9750
2003-08-11,11301,8700,919,1160,241,1400,1780,380,301,44,706,8600
2003-08-12,9787,8820,829,1230,401,1270,1760,490,332,66,723,8820
2003-08-13,13202,8960,1000,1280,280,1400,1880,480,320,80,698,8100
2003-08-14,6492,9160,1150,1450,300,1620,1870,250,293,51,712,9090
2003-08-15,10178,8580,1177,1450,273,1700,1860,160,327,17,741,4920
2003-08-16,13512,7270,1170,1260,90,1700,1840,140,334,38,702,7370
2003-08-17,9741,6550,1154,1030,-124,1590,1560,-30,319,54,727,10500
2003-08-18,8820,7760,1074,1080,6,1520,1710,190,456,79,789,7920
2003-08-19,8745,8960,960,1090,130,1420,1700,280,361,69,783,7040
2003-08-20,9780,8290,1220,1170,-50,1620,1860,240,319,47,714,6420
2003-08-21,7177,7820,1288,1250,-38,1570,1840,270,420,61,707,6780
2003-08-22,9393,7460,1452,1190,-262,1600,1880,280,410,85,686,5180
2003-08-23,11464,6780,1490,1090,-400,1680,1660,-20,442,117,693,6970
2003-08-24,9537,6300,1151,1070,-81,1830,1400,-430,445,68,761,9040
2003-08-25,7597,7260,1090,1090,0,1550,1690,140,319,37,695,7550
2003-08-26,8311,8120,1180,1230,50,1170,1660,490,460,36,707,5800
2003-08-27,8804,7720,1150,1010,-140,1280,1660,380,412,49,681,6320
2003-08-28,6472,7540,1220,958,-262,1360,1640,280,378,44,692,6630
2003-08-29,8948,7460,1060,802,-258,1420,1580,160,340,73,730,4910
2003-08-30,10008,6510,990,717,-273,1553,1540,-13,377,89,689,7050
2003-08-31,10001,6140,1130,613,-517,1550,1430,-120,423,49,718,8200
2003-09-01,9481,7080,1222,699,-523,1450,1590,140,397,53,741,8200
2003-09-02,9989,7620,1000,824,-176,1400,1720,320,372,57,724,7610
2003-09-03,10492,7680,820,1050,230,1350,1650,300,339,48,754,7840
2003-09-04,6007,7720,920,1130,210,1360,1570,210,329,52,762,8120
2003-09-05,8888,7900,1024,1060,36,1350,1630,280,350,87,775,4530
2003-09-06,9024,7160,900,961,61,1250,1460,210,365,44,755,6770
2003-09-07,8477,6160,965,833,-132,1080,1190,110,372,60,780,7380
2003-09-08,9654,7400,727,917,190,1000,1600,600,350,41,764,6590
2003-09-09,10169,7800,618,925,307,970,1710,740,343,48,704,6980
2003-09-10,11796,7860,550,915,365,1100,1770,670,327,69,728,7910
2003-09-11,6459,7520,656,923,267,1130,1670,540,332,46,673,9220
2003-09-12,11504,7720,880,1060,180,1120,1530,410,350,61,645,5130
2003-09-13,11218,7620,810,959,149,1100,1290,190,362,45,713,9140
2003-09-14,10379,7090,899,810,-89,1300,1240,-60,363,53,717,8480
2003-09-15,11172,8510,750,858,108,1550,1560,10,416,63,692,8460
2003-09-16,9822,8260,670,906,236,1330,1430,100,376,75,659,9170
2003-09-17,9384,8520,670,960,290,1440,1530,90,304,50,649,7960
2003-09-18,6013,8560,820,1080,260,1400,1610,210,313,76,637,7220
2003-09-19,9195,8100,1000,1130,130,1600,1520,-80,333,45,644,4450
2003-09-20,9500,7250,1000,1160,160,1560,1300,-260,394,63,758,6890
2003-09-21,9788,6880,853,1110,257,1590,1060,-530,431,56,747,7660
2003-09-22,10788,8020,853,1100,247,1400,1540,140,483,34,737,8150
2003-09-23,11354,8240,700,937,237,1160,1460,300,371,52,736,9030
2003-09-24,10328,8320,680,902,222,1230,1470,240,380,30,770,9400
2003-09-25,6575,8280,780,875,95,1350,1500,150,299,39,743,7650
2003-09-26,8794,8480,670,898,228,1400,1630,230,344,58,697,5700
2003-09-27,11583,7350,700,846,146,1620,1280,-340,336,38,731,7240
2003-09-28,10566,7180,698,759,61,1700,1140,-560,389,25,803,9800
2003-09-29,9993,8040,695,714,19,1600,1450,-150,327,53,717,8740
2003-09-30,10180,8540,614,816,202,1500,1390,-110,394,75,700,8270
2003-10-01,9171,8530,550,842,292,1580,1260,-320,350,57,705,8700
2003-10-02,5781,8500,770,829,59,1360,1330,-30,311,53,700,6840
2003-10-03,9510,8050,770,836,66,1340,1210,-130,309,80,750,5070
2003-10-04,9481,7380,830,748,-82,1370,1120,-250,318,103,724,8060
2003-10-05,9966,7100,873,613,-260,1250,1010,-240,333,97,813,8260
2003-10-06,9961,8050,957,750,-207,1050,1200,150,348,58,808,8610
2003-10-07,10270,8290,837,632,-205,980,1280,300,296,78,765,8440
2003-10-08,8998,8310,736,673,-63,1230,1280,50,316,72,738,8480
2003-10-09,5310,8370,670,743,73,1120,1130,10,317,80,758,7240
2003-10-10,7489,7950,660,772,112,1130,1120,-10,320,46,809,4870
2003-10-11,9445,7100,730,667,-63,1240,1100,-140,324,36,765,6430
2003-10-12,8412,6390,650,552,-98,1060,983,-77,338,94,80,7930
2003-10-13,8327,7430,509,565,56,1170,1040,-130,308,89,771,7370
2003-10-14,8599,7570,500,506,6,1000,813,-187,331,61,713,7560
2003-10-15,8480,7770,380,502,122,1130,991,-139,308,55,712,7510
2003-10-16,5324,7640,450,509,59,950,920,-30,282,64,732,7430
2003-10-17,8274,7300,450,645,195,1100,930,-170,349,54,691,4900
2003-10-18,9226,6930,350,571,221,1100,975,-125,328,63,672,7020
2003-10-19,8983,6310,405,534,129,1150,759,-391,316,63,713,8080
2003-10-20,8977,7590,547,554,7,1000,916,-84,333,42,681,7930
2003-10-21,9463,7650,420,712,292,740,867,127,365,65,670,8060
2003-10-22,8890,7620,423,750,327,880,1010,130,270,76,691,8000
2003-10-23,5464,7840,480,768,288,600,1080,480,404,72,671,7430
2003-10-24,8267,7620,430,703,273,420,911,491,349,83,716,4790
2003-10-25,8319,7020,360,651,291,400,958,558,280,80,678,6900
2003-10-26,8279,6400,356,632,276,600,909,309,307,84,691,7040
2003-10-27,8209,6930,558,596,38,730,1100,370,297,61,660,7070
2003-10-28,7778,7340,425,640,215,770,1150,380,292,84,677,6860
2003-10-29,8867,7500,480,553,73,800,1080,280,329,22,723,6660
2003-10-30,5619,7200,460,534,74,780,1090,310,315,37,677,7110
2003-10-31,7613,6950,440,670,230,750,1120,370,280,56,662,4880
2003-11-01,7483,6420,550,573,23,820,883,63,321,65,669,6550
2003-11-02,7173,6110,590,505,-85,760,778,18,335,56,685,7000
2003-11-03,6768,6860,547,552,5,880,942,62,323,78,654,6300
2003-11-04,6775,6810,440,528,88,740,998,258,270,59,658,5400
2003-11-05,6189,6640,600,548,-52,820,1030,210,311,70,676,5650
2003-11-06,5474,6510,600,544,-56,920,981,61,287,83,692,5070
2003-11-07,6963,6030,400,446,46,820,945,125,293,65,673,5350
2003-11-08,6978,5940,680,327,-353,810,731,-79,278,68,649,6090
2003-11-09,6998,5810,550,362,-188,750,643,-107,277,73,698,6450
2003-11-10,5824,5980,547,467,-80,810,727,-83,280,68,619,6400
2003-11-11,6073,6140,460,508,48,700,846,146,257,62,600,5100
2003-11-12,4518,6370,635,441,-194,790,698,-92,287,68,678,5430
2003-11-13,3720,6120,637,344,-293,840,474,-366,289,70,720,4320
2003-11-14,3988,5880,600,336,-264,850,494,-356,274,61,644,2980
2003-11-15,5003,5350,583,197,-386,830,447,-383,313,39,629,4330
2003-11-16,4961,4490,500,177,-323,900,422,-478,328,61,627,4550
2003-11-17,4639,5010,400,175,-225,810,466,-344,284,47,568,5120
2003-11-18,4176,5140,400,175,-225,780,510,-270,283,50,565,4460
2003-11-19,3764,5260,386,227,-159,920,609,-311,236,40,528,3590
2003-11-20,4962,5350,398,322,-76,800,585,-215,244,34,573,3070
2003-11-21,5850,5350,250,303,53,700,610,-90,254,60,605,4370
2003-11-22,6265,5190,250,383,133,480,629,149,267,55,589,5090
2003-11-23,6314,5030,290,379,89,640,535,-105,272,50,605,5620
2003-11-24,5602,5920,340,374,34,700,655,-45,279,73,560,5170
2003-11-25,5714,6280,225,413,188,580,752,172,273,111,539,4850
2003-11-26,7438,6000,275,367,92,740,879,139,259,69,584,4690
2003-11-27,4483,5120,275,213,-62,740,566,-174,324,72,629,6300
2003-11-28,5460,5620,285,194,-91,680,606,-74,283,53,590,4120
2003-11-29,4994,5690,296,230,-66,800,700,-100,231,51,566,4720
2003-11-30,4986,5050,335,269,-66,1010,674,-336,244,68,609,4290
2003-12-01,4759,4810,380,314,-66,900,744,-156,248,33,581,4130
2003-12-02,7444,4760,700,401,-299,880,900,20,239,38,552,3760
2003-12-03,6425,4850,1000,500,-500,910,919,9,228,59,548,5750
2003-12-04,5565,5070,1000,555,-445,690,821,131,259,58,579,5310
2003-12-05,7482,5460,1000,508,-492,800,809,9,271,46,588,4910
2003-12-06,6975,5660,1000,490,-510,800,710,-90,262,49,614,6190
2003-12-07,6304,5390,1000,391,-609,790,549,-241,273,50,636,6120
2003-12-08,6523,6040,1000,363,-637,700,706,6,322,36,610,5650
2003-12-09,5676,6260,400,543,143,720,763,43,231,29,605,5500
2003-12-10,5418,6300,350,654,304,850,897,47,284,62,597,3880
2003-12-11,3994,6110,350,596,246,900,827,-73,274,81,591,4130
2003-12-12,5400,5800,460,498,38,880,721,-159,408,76,599,3140
2003-12-13,6463,5660,460,340,-120,840,616,-224,232,84,572,4960
2003-12-14,6777,5300,560,174,-386,800,468,-332,355,90,562,5710
2003-12-15,6684,5960,460,111,-349,640,670,30,344,81,522,5960
2003-12-16,6234,5930,250,201,-49,620,712,92,302,95,511,5370
2003-12-17,6209,6080,361,248,-113,900,639,-261,207,50,521,5670
2003-12-18,4785,6280,330,299,-31,1050,691,-359,272,43,509,4630
2003-12-19,5955,5720,433,324,-109,920,707,-213,277,50,542,4400
2003-12-20,5339,5480,300,450,150,920,720,-200,252,49,488,4670
2003-12-21,4659,5040,221,513,292,940,1440,500,307,22,546,3490
2003-12-22,2565,5470,300,546,246,940,1780,840,220,25,526,2770
2003-12-23,6380,5440,300,604,304,420,1580,1160,268,62,555,1460
2003-12-24,6577,4050,300,484,184,400,1230,830,330,59,554,5180
2003-12-25,2760,3230,475,373,-102,950,835,-115,341,91,571,4870
2003-12-26,7157,4480,600,486,-114,1100,1160,60,220,75,502,2710
2003-12-27,3960,4390,700,496,-204,1050,1420,370,214,52,493,4450
2003-12-28,7228,4250,450,466,16,780,1400,620,255,34,540,3350
2003-12-29,4505,4940,350,476,126,0,1370,1370,248,45,550,4970
2003-12-30,3503,4700,0,588,588,0,1340,1340,237,45,563,3150
2003-12-31,5303,4100,0,523,523,0,1030,1030,253,101,646,2690
2004-01-01,3092,3460,0,411,411,0,401,401,226,168,633,3810
2004-01-02,4495,4500,0,385,385,0,4,4,229,147,749,4020
2004-01-03,4956,4450,0,357,357,0,0,0,352,12,629,4160
2004-01-04,4510,4540,0,20,20,0,0,0,241,2,513,5140
2004-01-05,3988,5260,0,19,19,0,0,0,199,1,534,4090
2004-01-06,3389,5700,0,10,10,0,0,0,187,1,358,4210
2004-01-07,3180,5000,0,0,0,150,0,-150,183,0.68,360,3810
2004-01-08,3002,4880,0,0,0,400,0,-400,176,0,7,3680
2004-01-09,3004,4640,0,0,0,450,0,-450,172,0,391,3500
2004-01-10,6782,4620,0,0,0,480,0,-480,168,0,373,3750
2004-01-11,5474,4300,0,0,0,800,170,-630,164,0,371,5390
2004-01-12,6512,5460,98,0,-98,730,364,-366,162,0,452,5310
2004-01-13,6766,5360,99,0,-99,720,469,-251,159,0,350,6240
2004-01-14,5481,5310,700,0,-700,940,722,-218,158,0,343,5480
2004-01-15,4980,5640,790,0,-790,1160,980,-180,156,3,369,4680
2004-01-16,6379,5580,1000,0,-1000,1160,1220,60,155,30,449,4270
2004-01-17,6469,5230,1000,0,-1000,1200,1260,60,152,26,474,5030
2004-01-18,7184,4820,1044,423,-621,1390,1140,-250,156,63,540,5210
2004-01-19,7177,5300,1073,632,-441,1020,1190,170,297,49,497,5500
2004-01-20,5877,5750,850,692,-158,820,1190,370,227,75,516,5380
2004-01-21,5185,5780,860,803,-57,740,1280,540,323,74,474,3600
2004-01-22,3977,5180,830,931,101,690,1110,420,252,56,531,3520
2004-01-23,6503,5030,840,929,89,840,1080,240,312,49,573,2270
2004-01-24,6496,4580,700,855,155,780,901,121,240,46,570,5100
2004-01-25,6450,4180,657,741,84,730,806,76,303,64,594,4620
2004-01-26,5335,4970,762,636,-126,600,1020,420,297,77,560,4900
2004-01-27,5989,5140,520,855,335,550,957,407,276,79,586,3980
2004-01-28,5687,5570,520,928,408,760,1090,330,452,47,582,3510
2004-01-29,5982,5670,700,905,205,670,985,315,362,76,612,3800
2004-01-30,6841,5720,600,903,303,660,861,201,317,69,559,4680
2004-01-31,6900,5530,480,753,273,610,745,135,329,55,528,5150
2004-02-01,7173,5060,445,685,240,560,628,68,370,34,522,5570
2004-02-02,7218,6100,445,711,266,540,771,231,368,31,544,5530
2004-02-03,7708,6130,350,614,264,560,800,240,262,69,472,5560
2004-02-04,6869,6430,350,632,282,650,840,190,281,54,449,6150
2004-02-05,6665,6640,470,584,114,880,990,110,263,45,447,5130
2004-02-06,8547,6380,440,649,209,800,1060,260,262,49,477,4960
2004-02-07,8329,6220,440,592,152,850,967,117,257,47,503,6290
2004-02-08,7955,5810,350,467,117,900,836,-64,332,70,481,6560
2004-02-09,7985,6520,350,511,161,920,1120,200,320,91,458,6130
2004-02-10,7485,6730,350,462,112,850,1350,500,245,74,464,5810
2004-02-11,7174,6740,350,555,205,1000,1420,420,222,94,491,5290
2004-02-12,6455,6990,500,604,104,970,1410,440,252,99,551,4720
2004-02-13,9757,6710,600,715,115,1200,1470,270,245,84,568,4350
2004-02-14,9309,6040,0,572,572,1000,1260,260,273,99,532,7630
2004-02-15,8491,5540,800,597,-203,1130,1080,-50,262,108,471,7140
2004-02-16,8627,7110,840,647,-193,1050,1160,110,256,125,480,6200
2004-02-17,7159,7290,800,761,-39,870,1260,390,255,68,482,6490
2004-02-18,7503,7350,700,833,133,920,1380,460,233,77,509,4400
2004-02-19,7028,7170,700,859,159,960,1350,390,294,73,558,4870
2004-02-20,9309,7300,890,766,-124,1240,1230,-10,291,40,542,5780
2004-02-21,9544,6530,960,625,-335,1140,1200,60,299,37,527,6560
2004-02-22,8498,6360,870,437,-433,980,930,-50,262,77,608,7650
2004-02-23,5893,6510,855,326,-529,1000,634,-366,297,78,573,7210
2004-02-24,3987,7610,835,269,-566,980,682,-298,396,77,536,4300
